listing_db_id,latitude,longitude,price,aqi,nwi_score,nearest_bus_stop_miles,nearby_bus_stops,nearby_parks,nearest_park_miles,price_log,nearest_bus_stop_miles_log,nearby_bus_stops_log,QoL_index
7110,38.868916,-77.379379,2117,23,13.7,0.91,0,0,5.24,7.658227526161352,0.6471032420585385,0.0,-0.1634664759095817
7279,38.833946,-77.104126,2318,28,13.3,0.21,87,0,1.86,7.7488913372555315,0.1906203596086497,4.477336814478207,0.2249058970292708
7280,38.812119,-77.045647,4500,28,18.8,0.02,49,0,1.69,8.412054873292933,0.019802627296179712,3.912023005428146,0.4363464189639637
7281,38.829249,-77.056119,2000,28,17.2,0.16,50,1,0.77,7.601402334583733,0.14842000511827327,3.9318256327243257,0.5177884870715789
7282,38.734154,-77.100815,1700,28,15.5,0.21,4,0,1.32,7.438971592395862,0.1906203596086497,1.6094379124341003,-0.00182028193625727
7283,38.758983,-77.142788,2900,28,13.5,2.49,0,0,1.35,7.972810784121404,1.2499017362143359,0.0,-0.514482684595872
7284,38.796586,-77.10183,3500,28,10.5,0.97,2,0,2.25,8.160803920954665,0.6780335427498971,1.0986122886681098,-0.40752235848377844
7285,38.819298,-77.042901,2400,28,11.8,0.1,42,0,1.21,7.783640596221253,0.09531017980432487,3.7612001156935624,0.09199845321609113
7286,38.752388,-77.166428,950,28,9.8,2.17,0,0,2.51,6.85751406254539,1.1537315878891892,0.0,-0.6442180622382514
7287,38.825401,-77.129372,1755,28,7.5,0.29,48,0,1.19,7.470793774195062,0.25464221837358075,3.8918202981106265,-0.11872660872813458
7288,38.820232,-77.133141,2535,28,14.3,0.22,61,0,1.11,7.8383433155571165,0.1988508587451652,4.127134385045092,0.22683771630721736
7289,38.832195,-77.126793,2220,28,19.0,0.39,65,1,0.85,7.7057128238944275,0.3293037471426004,4.189654742026425,0.5905885654073434
7290,38.832195,-77.126793,1750,28,19.0,0.39,65,1,0.85,7.467942332285852,0.3293037471426004,4.189654742026425,0.5949239630096554
7291,38.827148,-77.129166,1660,28,16.2,0.39,44,0,1.08,7.415175109613295,0.3293037471426004,3.8066624897703196,0.25721960201465793
7292,38.820232,-77.133141,1620,28,14.3,0.22,61,0,1.11,7.390798521735676,0.1988508587451652,4.127134385045092,0.2349980418923401
7293,38.825401,-77.129372,1470,28,7.5,0.29,48,0,1.19,7.293697720601438,0.25464221837358075,3.8918202981106265,-0.11549752087566607
7294,38.833946,-77.104126,2308,28,13.3,0.21,87,0,1.86,7.744569809354496,0.1906203596086497,4.477336814478207,0.2249846937780756
7295,38.823208,-77.146408,1760,28,16.7,0.27,18,1,0.7,7.473637108496206,0.23901690047049992,2.9444389791664403,0.3630913897236482
7296,38.73967,-77.092911,1575,28,14.3,0.29,6,0,1.23,7.362645270417825,0.25464221837358075,1.9459101490553132,-0.03004822831933419
7297,38.833946,-77.104126,2303,28,13.3,0.21,87,0,1.86,7.742402021815782,0.1906203596086497,4.477336814478207,0.22502422021734939
7298,38.801121,-77.160873,2485,28,16.0,0.35,10,0,1.02,7.818430272070656,0.30010459245033805,2.3978952727983707,0.08291162217442768
7299,38.76822,-77.15249,2599,28,16.2,2.28,0,0,1.76,7.8632667240095735,1.1878434223960523,0.0,-0.3750630511475296
7300,38.739055,-77.097639,2200,28,14.3,0.59,6,0,1.37,7.696667081526462,0.4637340162321401,1.9459101490553132,-0.08027114118691278
7301,38.752377,-77.166183,1080,28,9.8,2.16,0,0,2.52,6.985641817639208,1.1505720275988207,0.0,-0.6458874037507584
7302,38.763973,-77.093098,3750,28,10.5,0.6,4,0,1.47,8.229777750081887,0.4700036292457355,1.6094379124341003,-0.305437422233325
7303,38.766912,-77.106838,1500,28,10.3,1.35,0,1,0.71,7.313886831633462,0.8544153281560676,0.0,-0.40116317244372723
7304,38.806032,-77.049925,7020,28,19.8,0.16,55,0,2.13,8.85666093701725,0.14842000511827327,4.02535169073515,0.4603242554163854
7305,38.758705,-77.081042,1490,28,15.2,0.15,4,0,2.28,7.307202314764738,0.13976194237515868,1.6094379124341003,-0.002496845964353064
7306,38.785885,-77.138947,4300,28,11.5,0.96,1,0,1.65,8.366602832783736,0.6729444732424258,0.6931471805599453,-0.4113303980795401
7307,38.781115,-77.15561,3999,28,14.5,1.43,0,0,2.29,8.294049640102028,0.8878912573524571,0.0,-0.3978854718469815
7308,38.761594,-77.163133,1200,28,11.7,1.83,0,0,2.36,7.0909098220799835,1.0402767116551463,0.0,-0.5370399524411565
7487,38.784536,-77.134549,1650,28,11.3,1.02,0,0,1.43,7.409136443920128,0.7030975114131134,0.0,-0.49009306496717575
7488,38.845684,-77.111941,4000,28,19.7,0.22,106,0,1.39,8.294299608857235,0.1988508587451652,4.672828834461906,0.5306626823968801
7489,38.761298,-77.158943,10500,28,12.8,2.09,0,0,2.14,9.259225769705994,1.128171090909654,0.0,-0.5444772670918299
7490,38.79804,-77.05443,3750,28,15.8,0.19,42,0,2.71,8.229777750081887,0.173953307123438,3.7612001156935624,0.2514481157607661
7491,38.776997,-77.123965,3990,28,10.0,1.61,0,1,0.71,8.291797105048733,0.9593502213346021,0.0,-0.4549560490738928
7492,38.812747,-77.141218,2300,28,12.2,0.07,39,1,0.61,7.741099090035366,0.06765864847381481,3.6888794541139363,0.2737916421180893
7493,38.792446,-77.07354,3200,28,13.3,0.18,21,0,3.4,8.071218539969863,0.16551443847757338,3.091042453358316,0.06303343866012451
7494,38.834319,-77.146915,3900,28,14.3,0.47,14,1,0.72,8.268988209506656,0.3852624007906449,2.70805020110221,0.17970796385112175
7495,38.819435,-77.118149,2428,28,12.5,0.09,85,0,1.84,7.795234929002173,0.08617769624105233,4.454347296253507,0.206593874160813
7496,38.818157,-77.043076,2930,28,11.8,0.1,43,0,1.28,7.983098940710892,0.09531017980432487,3.784189633918261,0.09103643537232034
7497,38.798756,-77.062729,2460,28,16.2,0.3,36,0,2.77,7.8083230503910555,0.26236426446749106,3.6109179126442243,0.24140514332541987
7498,38.83287,-77.059563,2380,28,16.2,0.02,52,0,0.8,7.7752758464868625,0.019802627296179712,3.970291913552122,0.33501752750615715
7499,38.838151,-77.10548,3200,28,12.5,0.14,99,0,1.73,8.071218539969863,0.1310282624064041,4.605170185988092,0.20964334631840834
7500,38.803699,-77.043968,2200,28,19.8,0.17,42,0,2.28,7.696667081526462,0.15700374880966475,3.7612001156935624,0.44892945484875474
7501,38.814076,-77.039986,3300,28,11.8,0.28,34,0,1.59,8.101980731853192,0.2468600779315258,3.5553480614894135,0.030255969242401624
7502,38.798708,-77.159782,1650,28,16.0,0.46,9,0,1.15,7.409136443920128,0.3784364357202451,2.302585092994046,0.06275190963045801
7503,38.791372,-77.102678,5150,28,11.8,1.33,0,0,1.91,8.546946149565585,0.8458682675776092,0.0,-0.5179507323322132
7504,38.832788,-77.100356,1950,28,10.8,0.04,90,0,2.08,7.576097340623111,0.039220713153281295,4.51085950651685,0.14879786219392263
7505,38.832788,-77.100356,2300,28,10.8,0.04,90,0,2.08,7.741099090035366,0.039220713153281295,4.51085950651685,0.1457892963120099
7506,38.833948,-77.082584,2400,28,11.8,0.05,83,0,2.01,7.783640596221253,0.04879016416943201,4.430816798843313,0.17972673717005874
7507,38.811517,-77.106422,2800,28,13.5,0.14,33,0,2.65,7.937731775260109,0.1310282624064041,3.5263605246161616,0.13260439867622667
7508,38.819869,-77.138157,1695,28,15.2,0.2,52,0,0.86,7.4360278163518485,0.18232155679395465,3.970291913552122,0.26085489696400227
7509,38.738261,-77.047772,4500,28,10.5,0.08,9,0,1.4,8.412054873292933,0.07696104113612832,2.302585092994046,-0.14515523632397698
7510,38.819869,-77.138157,2100,28,15.2,0.2,52,0,0.86,7.650168700845001,0.18232155679395465,3.970291913552122,0.25695035073159206
7511,38.787105,-77.135593,3300,28,11.3,0.84,2,0,1.61,8.101980731853192,0.6097655716208943,1.0986122886681098,-0.35520397547477595
7512,38.814076,-77.039986,3600,28,11.8,0.28,34,0,1.59,8.188966863648876,0.2468600779315258,3.5553480614894135,0.02866990419004759
7513,38.779528,-77.14154,3800,28,10.5,1.42,0,0,1.44,8.24301946898925,0.883767540168595,0.0,-0.5802679693800681
7514,38.801196,-77.042651,3995,28,17.7,0.27,32,0,1.82,8.293049139768444,0.23901690047049992,3.4965075614664802,0.2932519361485969
7515,38.81886,-77.134513,1800,28,14.3,0.23,63,0,1.01,7.496097345175956,0.20701416938432612,4.1588830833596715,0.2350489988663885
7516,38.808133,-77.136962,1695,28,14.3,0.09,51,0,0.93,7.4360278163518485,0.08617769624105233,3.9512437185814275,0.23749025959998962
7517,38.820032,-77.055678,3800,28,15.8,0.09,57,0,1.27,8.24301946898925,0.08617769624105233,4.060443010546419,0.30454995679442076
7518,38.812614,-77.141409,2600,28,12.2,0.08,39,1,0.6,7.8636512654486515,0.07696104113612832,3.6888794541139363,0.26959364811368014
7519,38.792206,-77.081202,3200,28,12.8,0.39,13,0,2.71,8.071218539969863,0.3293037471426004,2.6390573296152584,-0.04714824271686367
7520,38.786755,-77.07811,3000,28,13.5,0.37,16,0,2.63,8.006700845440367,0.31481073984003355,2.833213344056216,0.011909143865120046
7521,38.768398,-77.1272,3300,28,14.5,2.16,0,1,0.4,8.101980731853192,1.1505720275988207,0.0,-0.28464950169694897
7522,38.725962,-77.04742,4550,28,9.8,0.18,22,0,0.99,8.423102268016642,0.16551443847757338,3.1354942159291497,-0.09937114064341662
7523,38.838907,-77.108294,1990,28,12.0,0.11,96,0,1.57,7.596392304064196,0.10436001532424277,4.574710978503383,0.19736308890967588
7524,38.753841,-77.086476,2200,28,16.5,0.17,8,0,1.99,7.696667081526462,0.15700374880966475,2.1972245773362196,0.11501078221178551
7525,38.801538,-77.119467,2100,28,14.3,0.48,29,0,2.37,7.650168700845001,0.3920420877760237,3.4011973816621555,0.10503014592365131
7526,38.788044,-77.07536,3000,28,14.3,0.48,17,0,2.81,8.006700845440367,0.3920420877760237,2.8903717578961645,0.03909511340086194
7527,38.809991,-77.120572,4300,28,14.5,0.15,64,0,1.74,8.366602832783736,0.13976194237515868,4.174387269895637,0.24438443981940502
7528,38.809952,-77.12131,5000,28,18.3,0.18,66,0,1.7,8.517393171418904,0.16551443847757338,4.204692619390966,0.41469965931199165
7529,38.80819,-77.076321,2799,28,15.7,0.53,15,0,2.57,7.937374696163295,0.4252677354043441,2.772588722239781,0.08410651431959454
7530,38.803879,-77.051025,2750,28,17.0,0.2,50,0,2.28,7.919719760924575,0.18232155679395465,3.9318256327243257,0.3304424607428693
7531,38.805492,-77.049316,2850,28,19.8,0.12,54,0,2.16,7.955425088912672,0.11332868530700317,4.007333185232471,0.4820671768429325
7532,38.789251,-77.0686,2700,28,9.2,0.18,21,0,3.5,7.901377353792616,0.16551443847757338,3.091042453358316,-0.1226576803651644
7533,38.808799,-77.137912,3000,28,14.3,0.06,51,0,0.86,8.006700845440367,0.058268908123975775,3.9512437185814275,0.23297551263936886
7534,38.726194,-77.115299,2550,28,14.3,0.22,8,0,1.94,7.844240718141811,0.1988508587451652,2.1972245773362196,0.0021865838406145174
7535,38.732307,-77.107338,1999,28,11.3,0.18,4,0,1.6,7.600902459542082,0.16551443847757338,1.6094379124341003,-0.19286631565813353
7536,38.806119,-77.048151,7500,28,19.8,0.08,52,0,2.11,8.922791623969637,0.07696104113612832,3.970291913552122,0.4677949690573357
7537,38.799159,-77.161556,3800,28,16.0,0.36,10,0,1.15,8.24301946898925,0.3074846997479606,2.3978952727983707,0.07361215651143607
7538,38.835273,-77.101009,2195,28,12.5,0.21,95,0,2.0,7.694392802629421,0.1906203596086497,4.564348191467836,0.19918664031979486
7539,38.824627,-77.168135,3200,28,11.5,0.09,38,1,0.54,8.071218539969863,0.08617769624105233,3.6635616461296463,0.22868583109450963
7540,38.819869,-77.138157,1924,28,15.2,0.2,52,0,0.86,7.562681246721884,0.18232155679395465,3.970291913552122,0.2585455566643036
7541,38.783499,-77.123512,2100,28,16.7,1.17,0,0,1.14,7.650168700845001,0.7747271675523681,0.0,-0.2609591278884846
7542,38.810605,-77.052222,1925,28,17.0,0.07,60,0,1.83,7.563200592358071,0.06765864847381481,4.110873864173311,0.3819768283241735
7543,38.771786,-77.144891,5500,28,10.5,1.99,0,0,1.38,8.612685172875459,1.095273387402595,0.0,-0.6316503242802523
7544,38.76783,-77.080819,3950,28,14.8,0.39,8,0,2.12,8.281723990411392,0.3293037471426004,2.1972245773362196,-0.010301750658514252
7545,38.836148,-77.055963,3200,28,15.0,0.25,47,1,0.56,8.071218539969863,0.22314355131420976,3.871201010907891,0.38509588359308083
7546,38.790705,-77.049805,3700,28,13.2,0.12,21,0,2.08,8.216358332386156,0.11332868530700317,3.091042453358316,0.06679716696170135
7547,38.762119,-77.152416,3350,28,12.8,2.67,0,0,1.79,8.11701408773731,1.3001916620664788,0.0,-0.5599586820909326
7548,38.819422,-77.134802,2300,28,14.3,0.25,63,0,1.01,7.741099090035366,0.22314355131420976,4.1588830833596715,0.22717735928874042
7549,38.727793,-77.114092,3300,28,14.3,0.14,8,0,1.91,8.101980731853192,0.1310282624064041,2.1972245773362196,0.01180222675746118
7550,38.765663,-77.141215,1350,28,14.7,2.35,0,0,1.15,7.208600337960199,1.208960345836975,0.0,-0.4366520181768943
7551,38.820431,-77.047109,3300,28,17.8,0.17,56,0,1.12,8.101980731853192,0.15700374880966475,4.04305126783455,0.38224065824183223
7552,38.810986,-77.111511,2000,28,11.7,0.14,37,0,2.52,7.601402334583733,0.1310282624064041,3.6375861597263857,0.06879539282354186
7553,38.774726,-77.093289,2850,28,11.8,0.65,2,0,1.53,7.955425088912672,0.5007752879124893,1.0986122886681098,-0.3065045073745686
7554,38.838819,-77.080232,2500,28,12.7,0.06,84,0,1.88,7.824445930877619,0.058268908123975775,4.442651256490317,0.21980023770604742
7555,38.751976,-77.085449,2350,28,16.5,0.22,8,0,1.85,7.762596048540069,0.1988508587451652,2.1972245773362196,0.10497609291966253
7556,38.823519,-77.121661,3500,28,12.7,0.09,73,0,1.5,8.160803920954665,0.08617769624105233,4.30406509320417,0.1916521996709896
7557,38.808467,-77.075874,2900,28,15.7,0.53,15,0,2.54,7.972810784121404,0.4252677354043441,2.772588722239781,0.08346038901729333
7558,38.808011,-77.04887,4000,28,16.5,0.13,52,0,1.98,8.294299608857235,0.12221763272424921,3.970291913552122,0.3177511440919448
7559,38.808474,-77.075876,3600,28,15.7,0.53,15,0,2.54,8.188966863648876,0.4252677354043441,2.772588722239781,0.0795190986470346
7560,38.812469,-77.143367,2900,28,12.2,0.19,32,1,0.5,7.972810784121404,0.173953307123438,3.4965075614664802,0.2247490249791062
7561,38.808467,-77.075873,2900,28,15.7,0.53,15,0,2.54,7.972810784121404,0.4252677354043441,2.772588722239781,0.08346038901729333
7562,38.842523,-77.080129,2100,28,12.7,0.03,80,0,1.91,7.650168700845001,0.0295588022415444,4.394449154672439,0.22342942334636853
7563,38.797485,-77.072891,4350,28,11.7,0.15,21,0,3.08,8.37816098272068,0.13976194237515868,3.091042453358316,-0.010801026337760016
7564,38.730715,-77.108826,2900,28,13.7,0.27,6,0,1.65,7.972810784121404,0.23901690047049992,1.9459101490553132,-0.06550320737692712
7565,38.783959,-77.093224,3700,28,11.8,0.79,1,0,1.85,8.216358332386156,0.5822156198526637,0.6931471805599453,-0.37562723318778474
7566,38.820975,-77.15813,3000,28,14.3,0.04,24,1,0.56,8.006700845440367,0.039220713153281295,3.2188758248682006,0.31696278402640593
7567,38.817806,-77.127769,2149,28,14.2,0.06,72,0,1.35,7.673223121121708,0.058268908123975775,4.290459441148391,0.2739189108053414
7568,38.771666,-77.056676,2100,28,13.7,0.39,4,0,2.93,7.650168700845001,0.3293037471426004,1.6094379124341003,-0.11782523215595667
7569,38.810539,-77.140459,2700,28,10.2,0.05,45,1,0.69,7.901377353792616,0.04879016416943201,3.828641396489095,0.1990212582061055
7570,38.819869,-77.138157,2700,28,15.2,0.2,52,0,0.86,7.901377353792616,0.18232155679395465,3.970291913552122,0.2523699278864309
7571,38.813799,-77.140206,2250,28,17.7,0.08,50,1,0.65,7.719129840906732,0.07696104113612832,3.9318256327243257,0.5537474907722656
7572,38.785723,-77.135264,3500,28,11.3,0.94,1,0,1.52,8.160803920954665,0.6626879730752367,0.6931471805599453,-0.4146223072842753
7573,38.836306,-77.053912,2995,28,15.0,0.27,45,1,0.45,8.005033344637111,0.23901690047049992,3.828641396489095,0.37800054338049094
7574,38.763578,-77.092462,3650,28,10.5,0.56,4,0,1.51,8.202756381655638,0.44468582126144574,1.6094379124341003,-0.2996009569804929
7575,38.810905,-77.11142,1550,28,11.7,0.14,37,0,2.53,7.346655163176539,0.1310282624064041,3.6375861597263857,0.07344033538408742
7576,38.836118,-77.106131,2525,28,12.5,0.2,95,0,1.72,7.8343923029104365,0.18232155679395465,4.564348191467836,0.19838556268387367
7577,38.838151,-77.10548,3295,28,12.5,0.14,99,0,1.73,8.100464891029363,0.1310282624064041,4.605170185988092,0.20911008182708338
7578,38.817979,-77.042408,2400,28,11.8,0.11,37,0,1.3,7.783640596221253,0.10436001532424277,3.6375861597263857,0.07570593192229008
7579,38.80385204,-77.11971747,4998,28,14.3,0.56,35,0,1.9,8.51699317141357,0.44468582126144574,3.58351893845611,0.09932645958231298
7580,38.723171,-77.126499,2000,28,14.5,0.2,12,0,1.31,7.601402334583733,0.18232155679395465,2.5649493574615367,0.06209686554793692
7581,38.743581,-77.096148,2450,28,12.0,0.51,5,0,1.55,7.804251383528112,0.412109650826833,1.791759469228055,-0.19517729139475587
7582,38.790541,-77.152535,5000,28,14.5,1.1,0,0,1.63,8.517393171418904,0.7419373447293773,0.0,-0.3711516665051844
7583,38.820392,-77.135487,2100,28,14.3,0.28,58,0,1.0,7.650168700845001,0.2468600779315258,4.07753744390572,0.21436504476398158
7584,38.774548,-77.05545,1900,28,15.8,0.38,4,0,2.66,7.550135342488429,0.32208349916911333,1.6094379124341003,-0.017781055008443843
7585,38.805026,-77.057365,4200,28,17.0,0.2,54,0,2.27,8.343077871169383,0.18232155679395465,4.007333185232471,0.3315083927990158
7586,38.813463,-77.14157,3400,28,17.7,0.12,38,1,0.58,8.131824785007195,0.11332868530700317,3.6635616461296463,0.5073342486825487
7587,38.790639,-77.140898,2900,28,12.5,0.71,2,0,1.74,7.972810784121404,0.5364933705145685,1.0986122886681098,-0.28212835690588056
7588,38.807078,-77.142829,4000,28,10.2,0.22,35,1,0.71,8.294299608857235,0.1988508587451652,3.58351893845611,0.13166411799846367
7589,38.836014,-77.101465,2950,28,12.5,0.19,94,0,1.96,7.989899374942939,0.173953307123438,4.553876891600541,0.19609805699248176
7590,38.724136,-77.126926,2400,28,14.5,0.27,10,0,1.32,7.783640596221253,0.23901690047049992,2.3978952727983707,0.027370843252135683
7591,38.76823,-77.099307,4095,28,10.3,1.04,0,0,1.12,8.317766166719343,0.712949807856125,0.0,-0.5547859370751063
7592,38.813285,-77.1276,2200,28,10.8,0.07,71,0,1.33,7.696667081526462,0.06765864847381481,4.276666119016055,0.11334889085205371
7593,38.75318,-77.091577,4500,28,16.5,0.44,8,0,2.02,8.412054873292933,0.36464311358790924,2.1972245773362196,0.058140779377104684
7594,38.763844,-77.091636,4000,28,10.5,0.53,6,0,1.55,8.294299608857235,0.4252677354043441,1.9459101490553132,-0.25802328447069034
7712,38.963492,-77.362326,1100,23,14.8,6.88,0,0,4.13,7.00397413672268,2.064327903869788,0.0,-0.4000169718056551
7713,38.968185,-77.414192,2424,22,12.0,7.79,0,0,6.88,7.793586803371584,2.1736147116970854,0.0,-0.5246416898373318
7714,38.92474,-77.218971,3598,23,14.7,0.19,12,0,3.85,8.188411308079031,0.173953307123438,2.5649493574615367,0.2712088659249096
7715,38.87051,-77.230797,3054,23,14.7,0.19,36,2,0.06,8.024534871605695,0.173953307123438,3.6109179126442243,0.7262491643929567
7716,38.958015,-77.417328,2019,22,11.2,7.2,0,0,6.89,7.61085279039525,2.1041341542702074,0.0,-0.5434813727922383
7717,38.879574,-77.233879,3398,23,17.2,0.27,25,2,0.69,8.131236549696116,0.23901690047049992,3.258096538021482,0.7846348739938578
7718,38.868103,-77.271172,1836,23,15.0,0.06,44,2,0.5,7.515889085215125,0.058268908123975775,3.8066624897703196,0.7965293005477854
7719,38.981018,-77.350379,1100,23,13.3,7.65,0,0,4.21,7.00397413672268,2.157559320943788,0.0,-0.48876386034440267
7720,38.73967,-77.092911,1775,28,14.3,0.29,6,0,1.23,7.4821189235521155,0.25464221837358075,1.9459101490553132,-0.0322266558686642
7721,38.793781,-77.298325,3208,24,17.2,0.23,23,0,1.97,8.073714641109857,0.20701416938432612,3.1780538303479458,0.41100299799613166
7722,38.984726,-77.336086,1100,23,5.8,7.66,0,0,3.86,7.00397413672268,2.1587147225743437,0.0,-0.834351493428546
7723,38.964158,-77.342132,4000,23,15.3,6.36,0,0,3.17,8.294299608857235,1.9960599327407849,0.0,-0.3861120945356149
7724,38.959667,-77.355782,5500,23,17.8,6.33,0,0,3.7,8.612685172875459,1.9919755158985601,0.0,-0.275940713595756
7725,38.95982,-77.36142,3585,23,17.8,6.62,0,0,3.99,8.184792654165078,2.030776369698555,0.0,-0.2763283233184221
7726,38.95982,-77.36142,2670,23,17.8,6.62,0,0,3.99,7.890208213109961,2.030776369698555,0.0,-0.2709570063362827
7727,38.879574,-77.233879,2538,23,17.2,0.27,25,2,0.69,7.839525581704678,0.23901690047049992,3.258096538021482,0.7899537973919729
7728,38.868286,-77.222763,3350,23,14.7,0.25,37,2,0.48,8.11701408773731,0.22314355131420976,3.6375861597263857,0.7172833031915284
7729,38.879143,-77.226366,2740,23,17.2,0.09,24,2,0.7,7.916078096302786,0.08617769624105233,3.2188758248682006,0.8162540833408454
7732,38.865051,-77.13758,2000,28,11.5,0.07,76,2,0.48,7.601402334583733,0.06765864847381481,4.343805421853684,0.4854841688089433
7734,38.843761,-77.120987,2500,28,8.2,0.1,94,0,0.89,7.824445930877619,0.09531017980432487,4.553876891600541,0.017716786387956682
7737,38.865529,-77.205232,1900,23,11.8,0.12,32,1,0.73,7.550135342488429,0.11332868530700317,3.4965075614664802,0.43567327392829475
7762,38.815711,-77.048354,4150,28,16.0,0.12,53,0,1.45,8.33110454805304,0.11332868530700317,3.9889840465642745,0.29810812736813286
7763,38.808133,-77.136962,2200,28,14.3,0.09,51,0,0.93,7.696667081526462,0.08617769624105233,3.9512437185814275,0.23273788331619674
7764,38.805649,-77.121865,4100,28,14.5,0.46,53,0,1.75,8.31898612539206,0.3784364357202451,3.9889840465642745,0.17330466791415663
7765,38.819508,-77.043076,2350,28,11.8,0.1,44,0,1.19,7.762596048540069,0.09531017980432487,3.8066624897703196,0.0976716839490997
7766,38.810247,-77.088478,3600,28,16.5,0.21,4,0,2.95,8.188966863648876,0.1906203596086497,1.6094379124341003,0.030550485171060463
7767,38.796619,-77.074356,3500,28,11.7,0.04,21,0,3.17,8.160803920954665,0.039220713153281295,3.091042453358316,0.014383162515616808
7768,38.810905,-77.11142,2200,28,11.7,0.14,37,0,2.53,7.696667081526462,0.1310282624064041,3.6375861597263857,0.06705837931658293
7769,38.808033,-77.172031,7150,28,14.2,0.11,47,0,1.07,8.875007486048396,0.10436001532424277,3.871201010907891,0.19349737366799805
7770,38.797058,-77.050507,1775,28,13.8,0.1,34,0,2.15,7.4821189235521155,0.09531017980432487,3.5553480614894135,0.16563719446853017
7771,38.791148,-77.079708,2950,28,13.5,0.38,15,0,2.73,7.989899374942939,0.32208349916911333,2.772588722239781,0.0036268193258522682
7772,38.808892,-77.044077,5999,28,18.2,0.11,42,0,1.92,8.699514748210191,0.10436001532424277,3.7612001156935624,0.36808204470877737
7773,38.838151,-77.10548,2100,28,12.5,0.14,99,0,1.73,7.650168700845001,0.1310282624064041,4.605170185988092,0.21732057510591
7774,38.811108,-77.055289,3800,28,18.3,0.13,57,0,1.84,8.24301946898925,0.12221763272424921,4.060443010546419,0.41205768072398247
7775,38.813286,-77.042282,1675,28,18.8,0.16,37,0,1.62,7.424165281042028,0.14842000511827327,3.6375861597263857,0.39528164849508735
7776,38.802917,-77.081559,5500,28,15.2,0.42,15,0,3.03,8.612685172875459,0.35065687161316933,2.772588722239781,0.06451823572586307
7777,38.769669,-77.130883,3000,28,14.5,2.05,0,1,0.61,8.006700845440367,1.1151415906193203,0.0,-0.2754339933024913
7778,38.749738,-77.172139,2950,28,12.8,2.18,0,0,2.29,7.989899374942939,1.1568811967920856,0.0,-0.5273927287859217
7779,38.834585,-77.101645,2500,28,12.5,0.18,89,0,1.98,7.824445930877619,0.16551443847757338,4.499809670330265,0.19460534912942054
7780,38.753941,-77.08828,2395,28,16.5,0.26,8,0,2.02,7.78155595923534,0.23111172096338664,2.1972245773362196,0.09782116247731953
7781,38.784113,-77.105665,4000,28,11.0,1.51,0,0,1.4,8.294299608857235,0.9202827531436926,0.0,-0.5658872501009957
7782,38.834829,-77.055349,3000,28,15.0,0.26,46,1,0.54,8.006700845440367,0.23111172096338664,3.8501476017100584,0.3821408978788347
7783,38.79949,-77.133189,3700,28,14.3,0.04,29,0,1.45,8.216358332386156,0.039220713153281295,3.4011973816621555,0.16917568114505863
7784,38.748638,-77.172401,2500,28,12.8,2.09,0,0,2.21,7.824445930877619,1.128171090909654,0.0,-0.5183161525186127
7785,38.811182,-77.054216,3800,28,18.3,0.07,58,0,1.82,8.24301946898925,0.06765864847381481,4.07753744390572,0.4255622418450032
7786,38.816572,-77.0592,4300,28,14.2,0.13,48,0,1.57,8.366602832783736,0.12221763272424921,3.8918202981106265,0.20139726373241226
7787,38.735381,-77.043188,12900,28,10.5,0.3,12,0,1.46,9.465060106725137,0.26236426446749106,2.5649493574615367,-0.17296197879548375
7788,38.810363,-77.127501,2100,28,16.3,0.05,70,0,1.36,7.650168700845001,0.04879016416943201,4.2626798770413155,0.3698040528131987
7789,38.778886,-77.136648,4300,28,15.5,1.41,0,0,1.21,8.366602832783736,0.8796267475025636,0.0,-0.3514181673601924
7790,38.832271,-77.053542,5000,28,16.2,0.13,48,1,0.53,8.517393171418904,0.12221763272424921,3.8918202981106265,0.4559167782153067
7791,38.776386,-77.07967,2200,28,12.2,0.21,4,0,2.27,7.696667081526462,0.1906203596086497,1.6094379124341003,-0.15847023944513405
7792,38.800087,-77.048984,3850,28,19.0,0.05,39,0,2.53,8.25608813381491,0.04879016416943201,3.6888794541139363,0.41631849077162714
7793,38.769522,-77.080581,3478,28,14.8,0.28,6,0,2.13,8.154500175151941,0.2468600779315258,1.9459101490553132,-0.01982107011853688
7794,38.791009,-77.072491,1500,28,13.3,0.24,21,0,3.47,7.313886831633462,0.2151113796169455,3.091042453358316,0.0663739666336142
7795,38.799081,-77.047332,4600,28,17.2,0.06,32,0,2.02,8.434028950155469,0.058268908123975775,3.4965075614664802,0.30580851036851875
7796,38.79342,-77.068454,2700,28,11.7,0.13,21,0,3.23,7.901377353792616,0.12221763272424921,3.091042453358316,0.0015954627910863303
7797,38.805017,-77.124423,4600,28,14.5,0.31,48,0,1.63,8.434028950155469,0.27002713721306015,3.8918202981106265,0.18278379377999196
7798,38.79664,-77.077634,1800,28,13.7,0.15,19,0,3.26,7.496097345175956,0.13976194237515868,2.995732273553991,0.08628451630186454
7799,38.823569,-77.044412,2400,28,17.8,0.11,47,1,0.91,7.783640596221253,0.10436001532424277,3.871201010907891,0.5443391473613238
7800,38.742023,-77.102242,4200,28,12.0,0.72,2,0,1.69,8.343077871169383,0.5423242908253617,1.0986122886681098,-0.31313327267620417
7801,38.830185,-77.083067,2800,28,17.3,0.22,70,0,2.07,7.937731775260109,0.1988508587451652,4.2626798770413155,0.37893363836775623
7802,38.81195,-77.127692,1600,28,10.8,0.05,72,0,1.34,7.3783837129967145,0.04879016416943201,4.290459441148391,0.12473969267231896
